[framework][17:01:07,113-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:01:07,127-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:01:49,720-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:01:49,736-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:01:51,902-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:singers size is :80 
  [framework][17:06:43,985-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,090-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,197-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,309-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,420-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,527-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,640-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,746-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,850-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:44,962-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,085-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,183-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,287-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,396-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,501-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,610-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,723-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,839-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:45,949-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:46,075-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:46,185-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:46,306-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:46,419-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:46,528-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:46,945-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:47,050-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:47,162-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:47,429-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:47,547-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:47,665-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:47,776-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:47,896-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,028-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,138-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,249-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,376-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,494-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,615-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,732-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,846-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:48,959-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:49,092-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:49,209-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:49,327-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:49,443-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:49,560-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:49,677-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:49,792-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:49,909-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:50,029-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:50,142-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:50,261-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:50,377-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:50,495-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:50,618-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:50,735-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:06:50,848-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 {} :80 
  [framework][17:08:18,861-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:08:18,877-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:08:21,083-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:21,223-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:21,346-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:21,473-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:21,601-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:21,719-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:21,838-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:21,962-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:22,085-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:22,204-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:22,325-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:22,444-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:22,561-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:22,687-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:22,809-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:22,930-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:23,050-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:23,174-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:23,295-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:23,416-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:23,536-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:23,672-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:23,785-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:23,899-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,016-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,143-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,254-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,383-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,501-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,616-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,743-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,862-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:24,990-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:25,108-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:25,226-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:25,348-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:25,464-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:26,029-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:27,129-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,023-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,141-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,256-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,379-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,493-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,624-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,744-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,868-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:28,988-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:29,106-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:29,220-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:29,339-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:29,458-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:29,577-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:29,693-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:29,812-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:29,931-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:30,051-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:30,188-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:30,304-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:30,420-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:30,534-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:30,653-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:30,777-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:30,893-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,016-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,134-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,249-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,370-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,487-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,604-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,722-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,846-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:31,960-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:32,075-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:32,190-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:32,307-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:32,426-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:32,547-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:32,704-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:32,830-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:32,948-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:33,062-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:33,180-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:33,298-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:33,426-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:33,575-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:33,702-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:33,820-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:33,939-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:34,060-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:34,210-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:34,333-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:34,453-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:34,569-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:34,682-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
